market,currency,date,actual_price,predicted_price,error,model_name,horizon_step
California,USD,2026-04-03,30.8,32.514564378860385,-1.7145643788603842,ARIMA,11.0
California,USD,2026-04-06,31.24,32.514564378860385,-1.2745643788603864,ARIMA,12.0
California,USD,2026-04-07,32.06,32.514564378860385,-0.4545643788603826,ARIMA,13.0
California,USD,2026-04-08,30.43,32.514564378860385,-2.084564378860385,ARIMA,14.0
California,USD,2026-04-09,30.6,32.514564378860385,-1.9145643788603832,ARIMA,15.0
California,USD,2026-04-10,31.9,32.514564378860385,-0.6145643788603863,ARIMA,16.0
California,USD,2026-04-13,32.04,32.514564378860385,-0.4745643788603857,ARIMA,17.0
California,USD,2026-04-14,31.88,32.514564378860385,-0.6345643788603859,ARIMA,18.0
California,USD,2026-04-15,30.27,32.514564378860385,-2.2445643788603853,ARIMA,19.0
California,USD,2026-04-16,33.39,32.514564378860385,0.8754356211396157,ARIMA,20.0
California,USD,2026-04-17,30.97,32.514564378860385,-1.544564378860386,ARIMA,21.0
California,USD,2026-04-20,31.43,32.514564378860385,-1.0845643788603851,ARIMA,22.0
California,USD,2026-04-21,31.08,32.514564378860385,-1.4345643788603866,ARIMA,23.0
California,USD,2026-04-22,33.12,32.514564378860385,0.6054356211396126,ARIMA,24.0
California,USD,2026-04-23,32.4,32.514564378860385,-0.1145643788603862,ARIMA,25.0
California,USD,2026-04-24,31.67,32.514564378860385,-0.8445643788603832,ARIMA,26.0
California,USD,2026-04-27,31.59,32.514564378860385,-0.924564378860385,ARIMA,27.0
California,USD,2026-04-28,32.16,32.514564378860385,-0.3545643788603883,ARIMA,28.0
California,USD,2026-04-29,31.03,32.514564378860385,-1.4845643788603835,ARIMA,29.0
California,USD,2026-04-30,32.31,32.514564378860385,-0.2045643788603826,ARIMA,30.0
China_ETS,CNY,2026-03-20,116.17,114.28871274420376,1.881287255796252,Exponential Smoothing,1.0
China_ETS,CNY,2026-03-23,112.07,114.3395410983282,-2.2695410983282045,Exponential Smoothing,2.0
China_ETS,CNY,2026-03-24,111.63,114.39036945245265,-2.7603694524526503,Exponential Smoothing,3.0
China_ETS,CNY,2026-03-25,119.52,114.44119780657712,5.078802193422888,Exponential Smoothing,4.0
China_ETS,CNY,2026-03-26,109.83,114.49202616070156,-4.662026160701558,Exponential Smoothing,5.0
China_ETS,CNY,2026-03-27,114.25,114.542854514826,-0.2928545148260042,Exponential Smoothing,6.0
China_ETS,CNY,2026-03-30,112.04,114.59368286895044,-2.553682868950446,Exponential Smoothing,7.0
China_ETS,CNY,2026-03-31,111.64,114.6445112230749,-3.0045112230749,Exponential Smoothing,8.0
China_ETS,CNY,2026-04-01,109.7,114.69533957719936,-4.995339577199346,Exponential Smoothing,9.0
China_ETS,CNY,2026-04-02,114.0,114.7461679313238,-0.7461679313237966,Exponential Smoothing,10.0
China_ETS,CNY,2026-04-03,111.41,114.79699628544826,-3.3869962854482623,Exponential Smoothing,11.0
China_ETS,CNY,2026-04-06,115.7,114.8478246395727,0.8521753604272959,Exponential Smoothing,12.0
China_ETS,CNY,2026-04-07,113.91,114.89865299369716,-0.9886529936971584,Exponential Smoothing,13.0
China_ETS,CNY,2026-04-08,113.2,114.9494813478216,-1.7494813478216005,Exponential Smoothing,14.0
China_ETS,CNY,2026-04-09,111.67,115.00030970194604,-3.3303097019460495,Exponential Smoothing,15.0
China_ETS,CNY,2026-04-10,118.32,115.0511380560705,3.268861943929494,Exponential Smoothing,16.0
China_ETS,CNY,2026-04-13,116.41,115.10196641019496,1.3080335898050492,Exponential Smoothing,17.0
China_ETS,CNY,2026-04-14,112.4,115.1527947643194,-2.7527947643193897,Exponential Smoothing,18.0
China_ETS,CNY,2026-04-15,110.55,115.20362311844386,-4.653623118443861,Exponential Smoothing,19.0
China_ETS,CNY,2026-04-16,109.14,115.2544514725683,-6.114451472568305,Exponential Smoothing,20.0
China_ETS,CNY,2026-04-17,117.76,115.30527982669275,2.4547201733072512,Exponential Smoothing,21.0
China_ETS,CNY,2026-04-20,117.22,115.3561081808172,1.863891819182797,Exponential Smoothing,22.0
China_ETS,CNY,2026-04-21,117.66,115.40693653494164,2.2530634650583465,Exponential Smoothing,23.0
China_ETS,CNY,2026-04-22,114.32,115.4577648890661,-1.137764889066105,Exponential Smoothing,24.0
China_ETS,CNY,2026-04-23,117.04,115.50859324319056,1.53140675680946,Exponential Smoothing,25.0
China_ETS,CNY,2026-04-24,117.73,115.559421597315,2.1705784026849955,Exponential Smoothing,26.0
China_ETS,CNY,2026-04-27,114.67,115.61024995143946,-0.9402499514394548,Exponential Smoothing,27.0
China_ETS,CNY,2026-04-28,113.89,115.6610783055639,-1.771078305563904,Exponential Smoothing,28.0
China_ETS,CNY,2026-04-29,112.19,115.71190665968837,-3.521906659688355,Exponential Smoothing,29.0
China_ETS,CNY,2026-04-30,116.23,115.7627350138128,0.4672649861872031,Exponential Smoothing,30.0
China_ETS,CNY,2026-03-20,116.17,113.10958699952252,3.0604130004774817,ARIMA,1.0
China_ETS,CNY,2026-03-23,112.07,113.00178974655584,-0.931789746555836,ARIMA,2.0
China_ETS,CNY,2026-03-24,111.63,113.00558772574354,-1.375587725743543,ARIMA,3.0
China_ETS,CNY,2026-03-25,119.52,113.00545391300236,6.514546086997626,ARIMA,4.0
China_ETS,CNY,2026-03-26,109.83,113.00545862757524,-3.175458627575253,ARIMA,5.0
China_ETS,CNY,2026-03-27,114.25,113.00545846146852,1.2445415385314789,ARIMA,6.0
China_ETS,CNY,2026-03-30,112.04,113.00545846732088,-0.965458467320886,ARIMA,7.0
China_ETS,CNY,2026-03-31,111.64,113.00545846711468,-1.365458467114692,ARIMA,8.0
China_ETS,CNY,2026-04-01,109.7,113.00545846712195,-3.3054584671219516,ARIMA,9.0
China_ETS,CNY,2026-04-02,114.0,113.0054584671217,0.9945415328783014,ARIMA,10.0
China_ETS,CNY,2026-04-03,111.41,113.00545846712173,-1.5954584671217162,ARIMA,11.0
China_ETS,CNY,2026-04-06,115.7,113.00545846712173,2.69454153287829,ARIMA,12.0
China_ETS,CNY,2026-04-07,113.91,113.00545846712173,0.9045415328782838,ARIMA,13.0
China_ETS,CNY,2026-04-08,113.2,113.00545846712173,0.19454153287829,ARIMA,14.0
China_ETS,CNY,2026-04-09,111.67,113.00545846712173,-1.3354584671217111,ARIMA,15.0
China_ETS,CNY,2026-04-10,118.32,113.00545846712173,5.31454153287828,ARIMA,16.0
China_ETS,CNY,2026-04-13,116.41,113.00545846712173,3.404541532878284,ARIMA,17.0
China_ETS,CNY,2026-04-14,112.4,113.00545846712173,-0.6054584671217071,ARIMA,18.0
China_ETS,CNY,2026-04-15,110.55,113.00545846712173,-2.4554584671217157,ARIMA,19.0
China_ETS,CNY,2026-04-16,109.14,113.00545846712173,-3.865458467121712,ARIMA,20.0
China_ETS,CNY,2026-04-17,117.76,113.00545846712173,4.754541532878292,ARIMA,21.0
China_ETS,CNY,2026-04-20,117.22,113.00545846712173,4.214541532878286,ARIMA,22.0
China_ETS,CNY,2026-04-21,117.66,113.00545846712173,4.654541532878284,ARIMA,23.0
China_ETS,CNY,2026-04-22,114.32,113.00545846712173,1.3145415328782803,ARIMA,24.0
China_ETS,CNY,2026-04-23,117.04,113.00545846712173,4.034541532878293,ARIMA,25.0
China_ETS,CNY,2026-04-24,117.73,113.00545846712173,4.724541532878291,ARIMA,26.0
China_ETS,CNY,2026-04-27,114.67,113.00545846712173,1.6645415328782889,ARIMA,27.0
China_ETS,CNY,2026-04-28,113.89,113.00545846712173,0.8845415328782877,ARIMA,28.0
China_ETS,CNY,2026-04-29,112.19,113.00545846712173,-0.8154584671217151,ARIMA,29.0
China_ETS,CNY,2026-04-30,116.23,113.00545846712173,3.224541532878291,ARIMA,30.0
EU_ETS,EUR,2026-03-20,79.79,83.09824176288788,-3.3082417628878744,Exponential Smoothing,1.0
EU_ETS,EUR,2026-03-23,82.39,83.14739426436154,-0.7573942643615368,Exponential Smoothing,2.0
EU_ETS,EUR,2026-03-24,79.94,83.1965467658352,-3.2565467658351963,Exponential Smoothing,3.0
EU_ETS,EUR,2026-03-25,82.85,83.24569926730884,-0.3956992673088422,Exponential Smoothing,4.0
EU_ETS,EUR,2026-03-26,85.07,83.2948517687825,1.7751482312175,Exponential Smoothing,5.0
EU_ETS,EUR,2026-03-27,85.15,83.34400427025615,1.805995729743856,Exponential Smoothing,6.0
EU_ETS,EUR,2026-03-30,82.2,83.3931567717298,-1.1931567717298035,Exponential Smoothing,7.0
EU_ETS,EUR,2026-03-31,84.87,83.44230927320346,1.4276907267965413,Exponential Smoothing,8.0
EU_ETS,EUR,2026-04-01,83.4,83.49146177467712,-0.0914617746771142,Exponential Smoothing,9.0
EU_ETS,EUR,2026-04-02,86.74,83.54061427615078,3.1993857238492183,Exponential Smoothing,10.0
EU_ETS,EUR,2026-04-03,83.6,83.58976677762443,0.010233222375561,Exponential Smoothing,11.0
EU_ETS,EUR,2026-04-06,77.98,83.63891927909808,-5.658919279098072,Exponential Smoothing,12.0
EU_ETS,EUR,2026-04-07,85.94,83.68807178057173,2.2519282194282653,Exponential Smoothing,13.0
EU_ETS,EUR,2026-04-08,83.12,83.73722428204539,-0.6172242820453846,Exponential Smoothing,14.0
EU_ETS,EUR,2026-04-09,83.55,83.78637678351905,-0.2363767835190486,Exponential Smoothing,15.0
EU_ETS,EUR,2026-04-10,84.88,83.8355292849927,1.044470715007293,Exponential Smoothing,16.0
EU_ETS,EUR,2026-04-13,81.34,83.88468178646636,-2.544681786466356,Exponential Smoothing,17.0
EU_ETS,EUR,2026-04-14,84.49,83.93383428794002,0.556165712059979,Exponential Smoothing,18.0
EU_ETS,EUR,2026-04-15,85.51,83.98298678941367,1.5270132105863323,Exponential Smoothing,19.0
EU_ETS,EUR,2026-04-16,85.19,84.03213929088732,1.157860709112683,Exponential Smoothing,20.0
EU_ETS,EUR,2026-04-17,83.2,84.08129179236097,-0.8812917923609689,Exponential Smoothing,21.0
EU_ETS,EUR,2026-04-20,86.71,84.13044429383463,2.5795557061653653,Exponential Smoothing,22.0
EU_ETS,EUR,2026-04-21,82.54,84.17959679530829,-1.6395967953082788,Exponential Smoothing,23.0
EU_ETS,EUR,2026-04-22,83.35,84.22874929678194,-0.8787492967819475,Exponential Smoothing,24.0
EU_ETS,EUR,2026-04-23,84.42,84.2779017982556,0.1420982017444032,Exponential Smoothing,25.0
EU_ETS,EUR,2026-04-24,85.38,84.32705429972926,1.0529457002707403,Exponential Smoothing,26.0
EU_ETS,EUR,2026-04-27,84.19,84.3762068012029,-0.1862068012028999,Exponential Smoothing,27.0
EU_ETS,EUR,2026-04-28,87.57,84.42535930267655,3.144640697323439,Exponential Smoothing,28.0
EU_ETS,EUR,2026-04-29,85.59,84.47451180415021,1.1154881958497924,Exponential Smoothing,29.0
EU_ETS,EUR,2026-04-30,85.16,84.52366430562387,0.6363356943761289,Exponential Smoothing,30.0
EU_ETS,EUR,2026-03-20,79.79,82.85294345861,-3.0629434586099933,ARIMA,1.0
EU_ETS,EUR,2026-03-23,82.39,83.0236488156378,-0.6336488156377982,ARIMA,2.0
EU_ETS,EUR,2026-03-24,79.94,83.00378569646287,-3.0637856964628725,ARIMA,3.0
EU_ETS,EUR,2026-03-25,82.85,83.0060969508384,-0.1560969508384033,ARIMA,4.0
EU_ETS,EUR,2026-03-26,85.07,83.0058280153937,2.06417198460629,ARIMA,5.0
EU_ETS,EUR,2026-03-27,85.15,83.00585930847602,2.1441406915239867,ARIMA,6.0
EU_ETS,EUR,2026-03-30,82.2,83.00585566724159,-0.8058556672415875,ARIMA,7.0
EU_ETS,EUR,2026-03-31,84.87,83.0058560909323,1.8641439090677068,ARIMA,8.0
EU_ETS,EUR,2026-04-01,83.4,83.00585604163203,0.3941439583679766,ARIMA,9.0
EU_ETS,EUR,2026-04-02,86.74,83.00585604736857,3.734143952631427,ARIMA,10.0
EU_ETS,EUR,2026-04-03,83.6,83.00585604670107,0.594143953298925,ARIMA,11.0
EU_ETS,EUR,2026-04-06,77.98,83.00585604677875,-5.025856046778742,ARIMA,12.0
EU_ETS,EUR,2026-04-07,85.94,83.00585604676971,2.93414395323029,ARIMA,13.0
EU_ETS,EUR,2026-04-08,83.12,83.00585604677076,0.1141439532292452,ARIMA,14.0
EU_ETS,EUR,2026-04-09,83.55,83.00585604677063,0.5441439532293657,ARIMA,15.0
EU_ETS,EUR,2026-04-10,84.88,83.00585604677065,1.8741439532293496,ARIMA,16.0
EU_ETS,EUR,2026-04-13,81.34,83.00585604677065,-1.6658560467706425,ARIMA,17.0
EU_ETS,EUR,2026-04-14,84.49,83.00585604677065,1.4841439532293492,ARIMA,18.0
EU_ETS,EUR,2026-04-15,85.51,83.00585604677065,2.5041439532293595,ARIMA,19.0
EU_ETS,EUR,2026-04-16,85.19,83.00585604677065,2.184143953229352,ARIMA,20.0
EU_ETS,EUR,2026-04-17,83.2,83.00585604677065,0.1941439532293571,ARIMA,21.0
EU_ETS,EUR,2026-04-20,86.71,83.00585604677065,3.704143953229348,ARIMA,22.0
EU_ETS,EUR,2026-04-21,82.54,83.00585604677065,-0.4658560467706394,ARIMA,23.0
EU_ETS,EUR,2026-04-22,83.35,83.00585604677065,0.3441439532293486,ARIMA,24.0
EU_ETS,EUR,2026-04-23,84.42,83.00585604677065,1.414143953229356,ARIMA,25.0
EU_ETS,EUR,2026-04-24,85.38,83.00585604677065,2.37414395322935,ARIMA,26.0
EU_ETS,EUR,2026-04-27,84.19,83.00585604677065,1.184143953229352,ARIMA,27.0
EU_ETS,EUR,2026-04-28,87.57,83.00585604677065,4.5641439532293475,ARIMA,28.0
EU_ETS,EUR,2026-04-29,85.59,83.00585604677065,2.5841439532293577,ARIMA,29.0
EU_ETS,EUR,2026-04-30,85.16,83.00585604677065,2.154143953229351,ARIMA,30.0
RGGI,USD,2026-03-20,19.76,20.13049739325998,-0.3704973932599777,Exponential Smoothing,1.0
RGGI,USD,2026-03-23,21.08,20.12959998912123,0.95040001087877,Exponential Smoothing,2.0
RGGI,USD,2026-03-24,19.66,20.12870258498248,-0.4687025849824806,Exponential Smoothing,3.0
RGGI,USD,2026-03-25,20.8,20.12780518084373,0.672194819156271,Exponential Smoothing,4.0
RGGI,USD,2026-03-26,20.28,20.126907776704986,0.1530922232950189,Exponential Smoothing,5.0
RGGI,USD,2026-03-27,19.71,20.12601037256623,-0.4160103725662303,Exponential Smoothing,6.0
RGGI,USD,2026-03-30,19.48,20.125112968427484,-0.6451129684274832,Exponential Smoothing,7.0
RGGI,USD,2026-03-31,19.72,20.124215564288736,-0.4042155642887373,Exponential Smoothing,8.0
RGGI,USD,2026-04-01,20.27,20.123318160149985,0.1466818398500144,Exponential Smoothing,9.0
RGGI,USD,2026-04-02,19.61,20.12242075601124,-0.5124207560112382,Exponential Smoothing,10.0
RGGI,USD,2026-04-03,20.85,20.121523351872487,0.7284766481275149,Exponential Smoothing,11.0
RGGI,USD,2026-04-06,19.95,20.12062594773374,-0.1706259477337397,Exponential Smoothing,12.0
RGGI,USD,2026-04-07,20.4,20.119728543594988,0.2802714564050106,Exponential Smoothing,13.0
RGGI,USD,2026-04-08,20.36,20.11883113945624,0.2411688605437589,Exponential Smoothing,14.0
RGGI,USD,2026-04-09,20.87,20.117933735317493,0.752066264682508,Exponential Smoothing,15.0
RGGI,USD,2026-04-10,19.82,20.117036331178745,-0.2970363311787416,Exponential Smoothing,16.0
RGGI,USD,2026-04-13,20.09,20.11613892703999,-0.0261389270399945,Exponential Smoothing,17.0
RGGI,USD,2026-04-14,19.34,20.115241522901243,-0.7752415229012435,Exponential Smoothing,18.0
RGGI,USD,2026-04-15,20.08,20.114344118762496,-0.0343441187624975,Exponential Smoothing,19.0
RGGI,USD,2026-04-16,20.61,20.113446714623745,0.4965532853762546,Exponential Smoothing,20.0
RGGI,USD,2026-04-17,20.14,20.112549310484997,0.0274506895150032,Exponential Smoothing,21.0
RGGI,USD,2026-04-20,21.21,20.11165190634625,1.098348093653751,Exponential Smoothing,22.0
RGGI,USD,2026-04-21,20.28,20.1107545022075,0.1692454977925024,Exponential Smoothing,23.0
RGGI,USD,2026-04-22,19.75,20.10985709806875,-0.3598570980687512,Exponential Smoothing,24.0
RGGI,USD,2026-04-23,20.24,20.10895969393,0.1310403060699982,Exponential Smoothing,25.0
RGGI,USD,2026-04-24,19.29,20.108062289791253,-0.8180622897912535,Exponential Smoothing,26.0
RGGI,USD,2026-04-27,19.61,20.1071648856525,-0.4971648856525021,Exponential Smoothing,27.0
RGGI,USD,2026-04-28,19.4,20.10626748151375,-0.7062674815137555,Exponential Smoothing,28.0
RGGI,USD,2026-04-29,20.01,20.105370077375007,-0.095370077375005,Exponential Smoothing,29.0
RGGI,USD,2026-04-30,19.97,20.104472673236256,-0.1344726732362566,Exponential Smoothing,30.0
RGGI,USD,2026-03-20,19.76,20.220708427763352,-0.4607084277633504,ARIMA,1.0
RGGI,USD,2026-03-23,21.08,20.199528415512972,0.8804715844870259,ARIMA,2.0
RGGI,USD,2026-03-24,19.66,20.200502117950116,-0.5405021179501155,ARIMA,3.0
RGGI,USD,2026-03-25,20.8,20.20045735421604,0.5995426457839628,ARIMA,4.0
RGGI,USD,2026-03-26,20.28,20.20045941212594,0.0795405878740602,ARIMA,5.0
RGGI,USD,2026-03-27,19.71,20.20045931751826,-0.4904593175182583,ARIMA,6.0
RGGI,USD,2026-03-30,19.48,20.20045932186763,-0.7204593218676294,ARIMA,7.0
RGGI,USD,2026-03-31,19.72,20.200459321667676,-0.4804593216676771,ARIMA,8.0
RGGI,USD,2026-04-01,20.27,20.200459321676867,0.0695406783231327,ARIMA,9.0
RGGI,USD,2026-04-02,19.61,20.200459321676444,-0.5904593216764447,ARIMA,10.0
RGGI,USD,2026-04-03,20.85,20.200459321676465,0.6495406783235396,ARIMA,11.0
RGGI,USD,2026-04-06,19.95,20.200459321676465,-0.2504593216764625,ARIMA,12.0
RGGI,USD,2026-04-07,20.4,20.200459321676465,0.1995406783235367,ARIMA,13.0
RGGI,USD,2026-04-08,20.36,20.200459321676465,0.1595406783235375,ARIMA,14.0
RGGI,USD,2026-04-09,20.87,20.200459321676465,0.6695406783235391,ARIMA,15.0
RGGI,USD,2026-04-10,19.82,20.200459321676465,-0.3804593216764615,ARIMA,16.0
RGGI,USD,2026-04-13,20.09,20.200459321676465,-0.110459321676462,ARIMA,17.0
RGGI,USD,2026-04-14,19.34,20.200459321676465,-0.860459321676462,ARIMA,18.0
RGGI,USD,2026-04-15,20.08,20.200459321676465,-0.1204593216764635,ARIMA,19.0
RGGI,USD,2026-04-16,20.61,20.200459321676465,0.4095406783235376,ARIMA,20.0
RGGI,USD,2026-04-17,20.14,20.200459321676465,-0.0604593216764612,ARIMA,21.0
RGGI,USD,2026-04-20,21.21,20.200459321676465,1.009540678323539,ARIMA,22.0
RGGI,USD,2026-04-21,20.28,20.200459321676465,0.0795406783235392,ARIMA,23.0
RGGI,USD,2026-04-22,19.75,20.200459321676465,-0.4504593216764618,ARIMA,24.0
RGGI,USD,2026-04-23,20.24,20.200459321676465,0.0395406783235365,ARIMA,25.0
RGGI,USD,2026-04-24,19.29,20.200459321676465,-0.9104593216764628,ARIMA,26.0
RGGI,USD,2026-04-27,19.61,20.200459321676465,-0.5904593216764624,ARIMA,27.0
RGGI,USD,2026-04-28,19.4,20.200459321676465,-0.8004593216764633,ARIMA,28.0
RGGI,USD,2026-04-29,20.01,20.200459321676465,-0.1904593216764603,ARIMA,29.0
RGGI,USD,2026-04-30,19.97,20.200459321676465,-0.230459321676463,ARIMA,30.0
UK_ETS,GBP,2026-03-20,49.75,48.0046948918879,1.745305108112099,Exponential Smoothing,1.0
UK_ETS,GBP,2026-03-23,48.7,48.052132974478546,0.6478670255214567,Exponential Smoothing,2.0
UK_ETS,GBP,2026-03-24,48.03,48.0995710570692,-0.0695710570691972,Exponential Smoothing,3.0
UK_ETS,GBP,2026-03-25,47.99,48.14700913965984,-0.1570091396598414,Exponential Smoothing,4.0
UK_ETS,GBP,2026-03-26,47.64,48.19444722225049,-0.5544472222504879,Exponential Smoothing,5.0
UK_ETS,GBP,2026-03-27,47.14,48.241885304841134,-1.101885304841133,Exponential Smoothing,6.0
UK_ETS,GBP,2026-03-30,51.3,48.28932338743178,3.0106766125682185,Exponential Smoothing,7.0
UK_ETS,GBP,2026-03-31,50.89,48.336761470022424,2.553238529977577,Exponential Smoothing,8.0
UK_ETS,GBP,2026-04-01,47.8,48.38419955261307,-0.5841995526130788,Exponential Smoothing,9.0
UK_ETS,GBP,2026-04-02,46.74,48.43163763520372,-1.691637635203719,Exponential Smoothing,10.0
UK_ETS,GBP,2026-04-03,49.08,48.479075717794366,0.6009242822056322,Exponential Smoothing,11.0
UK_ETS,GBP,2026-04-06,48.82,48.52651380038501,0.2934861996149891,Exponential Smoothing,12.0
UK_ETS,GBP,2026-04-07,49.82,48.573951882975656,1.246048117024344,Exponential Smoothing,13.0
UK_ETS,GBP,2026-04-08,50.14,48.62138996556631,1.518610034433692,Exponential Smoothing,14.0
UK_ETS,GBP,2026-04-09,47.71,48.66882804815695,-0.9588280481569528,Exponential Smoothing,15.0
UK_ETS,GBP,2026-04-10,50.77,48.7162661307476,2.0537338692524045,Exponential Smoothing,16.0
UK_ETS,GBP,2026-04-13,48.86,48.76370421333824,0.0962957866617557,Exponential Smoothing,17.0
UK_ETS,GBP,2026-04-14,50.09,48.81114229592889,1.2788577040711149,Exponential Smoothing,18.0
UK_ETS,GBP,2026-04-15,49.05,48.858580378519534,0.1914196214804633,Exponential Smoothing,19.0
UK_ETS,GBP,2026-04-16,50.57,48.906018461110186,1.6639815388898145,Exponential Smoothing,20.0
UK_ETS,GBP,2026-04-17,46.62,48.95345654370083,-2.3334565437008337,Exponential Smoothing,21.0
UK_ETS,GBP,2026-04-20,50.51,49.00089462629147,1.5091053737085218,Exponential Smoothing,22.0
UK_ETS,GBP,2026-04-21,48.6,49.04833270888212,-0.4483327088821198,Exponential Smoothing,23.0
UK_ETS,GBP,2026-04-22,49.76,49.095770791472766,0.6642292085272317,Exponential Smoothing,24.0
UK_ETS,GBP,2026-04-23,51.28,49.14320887406342,2.1367911259365826,Exponential Smoothing,25.0
UK_ETS,GBP,2026-04-24,48.76,49.190646956654064,-0.4306469566540656,Exponential Smoothing,26.0
UK_ETS,GBP,2026-04-27,48.69,49.23808503924471,-0.548085039244711,Exponential Smoothing,27.0
UK_ETS,GBP,2026-04-28,49.45,49.285523121835354,0.164476878164649,Exponential Smoothing,28.0
UK_ETS,GBP,2026-04-29,49.42,49.332961204426,0.0870387955740028,Exponential Smoothing,29.0
UK_ETS,GBP,2026-04-30,48.7,49.38039928701664,-0.6803992870166411,Exponential Smoothing,30.0
UK_ETS,GBP,2026-03-20,49.75,47.35436863007891,2.395631369921084,ARIMA,1.0
UK_ETS,GBP,2026-03-23,48.7,47.35353546554323,1.3464645344567714,ARIMA,2.0
UK_ETS,GBP,2026-03-24,48.03,47.35353686968399,0.6764631303160087,ARIMA,3.0
UK_ETS,GBP,2026-03-25,47.99,47.35353686731758,0.6364631326824224,ARIMA,4.0
UK_ETS,GBP,2026-03-26,47.64,47.353536867321566,0.2864631326784348,ARIMA,5.0
UK_ETS,GBP,2026-03-27,47.14,47.35353686732156,-0.213536867321558,ARIMA,6.0
UK_ETS,GBP,2026-03-30,51.3,47.35353686732156,3.9464631326784385,ARIMA,7.0
UK_ETS,GBP,2026-03-31,50.89,47.35353686732156,3.536463132678442,ARIMA,8.0
UK_ETS,GBP,2026-04-01,47.8,47.35353686732156,0.4464631326784385,ARIMA,9.0
UK_ETS,GBP,2026-04-02,46.74,47.35353686732156,-0.6135368673215567,ARIMA,10.0
UK_ETS,GBP,2026-04-03,49.08,47.35353686732156,1.7264631326784396,ARIMA,11.0
UK_ETS,GBP,2026-04-06,48.82,47.35353686732156,1.4664631326784416,ARIMA,12.0
UK_ETS,GBP,2026-04-07,49.82,47.35353686732156,2.4664631326784416,ARIMA,13.0
