market,currency,date,actual_price,predicted_price,error,model_name,horizon_step
China_ETS,CNY,2026-04-02,114.0,113.01979972505156,0.9802002749484444,Best ARIMA,10
China_ETS,CNY,2026-04-03,111.41,113.01979972505156,-1.609799725051559,Best ARIMA,11
China_ETS,CNY,2026-04-06,115.7,113.01979972505156,2.6802002749484473,Best ARIMA,12
China_ETS,CNY,2026-04-07,113.91,113.01979972505156,0.890200274948441,Best ARIMA,13
China_ETS,CNY,2026-04-08,113.2,113.01979972505156,0.18020027494844726,Best ARIMA,14
China_ETS,CNY,2026-04-09,111.67,113.01979972505156,-1.3497997250515539,Best ARIMA,15
China_ETS,CNY,2026-04-10,118.32,113.01979972505156,5.300200274948438,Best ARIMA,16
China_ETS,CNY,2026-04-13,116.41,113.01979972505156,3.390200274948441,Best ARIMA,17
China_ETS,CNY,2026-04-14,112.4,113.01979972505156,-0.6197997250515499,Best ARIMA,18
China_ETS,CNY,2026-04-15,110.55,113.01979972505156,-2.4697997250515584,Best ARIMA,19
China_ETS,CNY,2026-04-16,109.14,113.01979972505156,-3.879799725051555,Best ARIMA,20
China_ETS,CNY,2026-04-17,117.76,113.01979972505156,4.7402002749484495,Best ARIMA,21
China_ETS,CNY,2026-04-20,117.22,113.01979972505156,4.200200274948443,Best ARIMA,22
China_ETS,CNY,2026-04-21,117.66,113.01979972505156,4.640200274948441,Best ARIMA,23
China_ETS,CNY,2026-04-22,114.32,113.01979972505156,1.3002002749484376,Best ARIMA,24
China_ETS,CNY,2026-04-23,117.04,113.01979972505156,4.020200274948451,Best ARIMA,25
China_ETS,CNY,2026-04-24,117.73,113.01979972505156,4.710200274948448,Best ARIMA,26
China_ETS,CNY,2026-04-27,114.67,113.01979972505156,1.6502002749484461,Best ARIMA,27
China_ETS,CNY,2026-04-28,113.89,113.01979972505156,0.870200274948445,Best ARIMA,28
China_ETS,CNY,2026-04-29,112.19,113.01979972505156,-0.8297997250515579,Best ARIMA,29
China_ETS,CNY,2026-04-30,116.23,113.01979972505156,3.2102002749484484,Best ARIMA,30
EU_ETS,EUR,2026-03-20,79.79,84.32,-4.529999999999987,Naive Persistence,1
EU_ETS,EUR,2026-03-23,82.39,84.32,-1.9299999999999926,Naive Persistence,2
EU_ETS,EUR,2026-03-24,79.94,84.32,-4.3799999999999955,Naive Persistence,3
EU_ETS,EUR,2026-03-25,82.85,84.32,-1.4699999999999989,Naive Persistence,4
EU_ETS,EUR,2026-03-26,85.07,84.32,0.75,Naive Persistence,5
EU_ETS,EUR,2026-03-27,85.15,84.32,0.8300000000000125,Naive Persistence,6
EU_ETS,EUR,2026-03-30,82.2,84.32,-2.1199999999999903,Naive Persistence,7
EU_ETS,EUR,2026-03-31,84.87,84.32,0.5500000000000114,Naive Persistence,8
EU_ETS,EUR,2026-04-01,83.4,84.32,-0.9199999999999875,Naive Persistence,9
EU_ETS,EUR,2026-04-02,86.74,84.32,2.4200000000000017,Naive Persistence,10
EU_ETS,EUR,2026-04-03,83.6,84.32,-0.7199999999999989,Naive Persistence,11
EU_ETS,EUR,2026-04-06,77.98,84.32,-6.339999999999989,Naive Persistence,12
EU_ETS,EUR,2026-04-07,85.94,84.32,1.6200000000000045,Naive Persistence,13
EU_ETS,EUR,2026-04-08,83.12,84.32,-1.1999999999999886,Naive Persistence,14
EU_ETS,EUR,2026-04-09,83.55,84.32,-0.769999999999996,Naive Persistence,15
EU_ETS,EUR,2026-04-10,84.88,84.32,0.5600000000000023,Naive Persistence,16
EU_ETS,EUR,2026-04-13,81.34,84.32,-2.9799999999999898,Naive Persistence,17
EU_ETS,EUR,2026-04-14,84.49,84.32,0.1700000000000017,Naive Persistence,18
EU_ETS,EUR,2026-04-15,85.51,84.32,1.190000000000012,Naive Persistence,19
EU_ETS,EUR,2026-04-16,85.19,84.32,0.8700000000000045,Naive Persistence,20
EU_ETS,EUR,2026-04-17,83.2,84.32,-1.1199999999999903,Naive Persistence,21
EU_ETS,EUR,2026-04-20,86.71,84.32,2.3900000000000006,Naive Persistence,22
EU_ETS,EUR,2026-04-21,82.54,84.32,-1.779999999999987,Naive Persistence,23
EU_ETS,EUR,2026-04-22,83.35,84.32,-0.9699999999999989,Naive Persistence,24
EU_ETS,EUR,2026-04-23,84.42,84.32,0.10000000000000853,Naive Persistence,25
EU_ETS,EUR,2026-04-24,85.38,84.32,1.0600000000000023,Naive Persistence,26
EU_ETS,EUR,2026-04-27,84.19,84.32,-0.12999999999999545,Naive Persistence,27
EU_ETS,EUR,2026-04-28,87.57,84.32,3.25,Naive Persistence,28
EU_ETS,EUR,2026-04-29,85.59,84.32,1.2700000000000102,Naive Persistence,29
EU_ETS,EUR,2026-04-30,85.16,84.32,0.8400000000000034,Naive Persistence,30
EU_ETS,EUR,2026-03-20,79.79,83.09824176577001,-3.3082417657700063,Exponential Smoothing,1
EU_ETS,EUR,2026-03-23,82.39,83.14739426633177,-0.7573942663317723,Exponential Smoothing,2
EU_ETS,EUR,2026-03-24,79.94,83.19654676689352,-3.2565467668935213,Exponential Smoothing,3
EU_ETS,EUR,2026-03-25,82.85,83.24569926745527,-0.39569926745527084,Exponential Smoothing,4
EU_ETS,EUR,2026-03-26,85.07,83.29485176801703,1.7751482319829677,Exponential Smoothing,5
EU_ETS,EUR,2026-03-27,85.15,83.34400426857877,1.805995731421234,Exponential Smoothing,6
EU_ETS,EUR,2026-03-30,82.2,83.39315676914052,-1.193156769140515,Exponential Smoothing,7
EU_ETS,EUR,2026-03-31,84.87,83.44230926970228,1.4276907302977264,Exponential Smoothing,8
EU_ETS,EUR,2026-04-01,83.4,83.49146177026402,-0.09146177026401858,Exponential Smoothing,9
EU_ETS,EUR,2026-04-02,86.74,83.54061427082577,3.1993857291742245,Exponential Smoothing,10
EU_ETS,EUR,2026-04-03,83.6,83.58976677138752,0.010233228612477774,Exponential Smoothing,11
EU_ETS,EUR,2026-04-06,77.98,83.63891927194928,-5.658919271949273,Exponential Smoothing,12
EU_ETS,EUR,2026-04-07,85.94,83.68807177251102,2.2519282274889747,Exponential Smoothing,13
EU_ETS,EUR,2026-04-08,83.12,83.73722427307277,-0.6172242730727646,Exponential Smoothing,14
EU_ETS,EUR,2026-04-09,83.55,83.78637677363453,-0.23637677363453236,Exponential Smoothing,15
EU_ETS,EUR,2026-04-10,84.88,83.83552927419628,1.0444707258037198,Exponential Smoothing,16
EU_ETS,EUR,2026-04-13,81.34,83.88468177475802,-2.5446817747580184,Exponential Smoothing,17
EU_ETS,EUR,2026-04-14,84.49,83.93383427531978,0.5561657246802127,Exponential Smoothing,18
EU_ETS,EUR,2026-04-15,85.51,83.98298677588153,1.5270132241184768,Exponential Smoothing,19
EU_ETS,EUR,2026-04-16,85.19,84.03213927644327,1.1578607235567233,Exponential Smoothing,20
EU_ETS,EUR,2026-04-17,83.2,84.08129177700503,-0.8812917770050319,Exponential Smoothing,21
EU_ETS,EUR,2026-04-20,86.71,84.13044427756678,2.579555722433213,Exponential Smoothing,22
EU_ETS,EUR,2026-04-21,82.54,84.17959677812853,-1.6395967781285208,Exponential Smoothing,23
EU_ETS,EUR,2026-04-22,83.35,84.22874927869029,-0.8787492786902931,Exponential Smoothing,24
EU_ETS,EUR,2026-04-23,84.42,84.27790177925203,0.14209822074796818,Exponential Smoothing,25
EU_ETS,EUR,2026-04-24,85.38,84.32705427981378,1.0529457201862158,Exponential Smoothing,26
EU_ETS,EUR,2026-04-27,84.19,84.37620678037553,-0.18620678037552807,Exponential Smoothing,27
EU_ETS,EUR,2026-04-28,87.57,84.42535928093729,3.144640719062707,Exponential Smoothing,28
EU_ETS,EUR,2026-04-29,85.59,84.47451178149903,1.1154882185009711,Exponential Smoothing,29
EU_ETS,EUR,2026-04-30,85.16,84.52366428206078,0.6363357179392182,Exponential Smoothing,30
EU_ETS,EUR,2026-03-20,79.79,82.89061895871828,-3.1006189587182718,Best ARIMA,1
EU_ETS,EUR,2026-03-23,82.39,82.94508500102981,-0.5550850010298092,Best ARIMA,2
EU_ETS,EUR,2026-03-24,79.94,82.96326116575489,-3.0232611657548887,Best ARIMA,3
EU_ETS,EUR,2026-03-25,82.85,83.00097731856732,-0.1509773185673282,Best ARIMA,4
EU_ETS,EUR,2026-03-26,85.07,83.03079379677925,2.0392062032207434,Best ARIMA,5
EU_ETS,EUR,2026-03-27,85.15,83.03029010523841,2.1197098947615984,Best ARIMA,6
EU_ETS,EUR,2026-03-30,82.2,83.00553416416491,-0.8055341641649107,Best ARIMA,7
EU_ETS,EUR,2026-03-31,84.87,83.01131664494872,1.8586833550512836,Best ARIMA,8
EU_ETS,EUR,2026-04-01,83.4,83.01352240441206,0.38647759558794803,Best ARIMA,9
EU_ETS,EUR,2026-04-02,86.74,83.01430906039725,3.7256909396027424,Best ARIMA,10
EU_ETS,EUR,2026-04-03,83.6,83.01420601299671,0.5857939870032851,Best ARIMA,11
EU_ETS,EUR,2026-04-06,77.98,83.0136080174468,-5.033608017446795,Best ARIMA,12
EU_ETS,EUR,2026-04-07,85.94,83.01345744845595,2.9265425515440455,Best ARIMA,13
EU_ETS,EUR,2026-04-08,83.12,83.01368300511973,0.1063169948802738,Best ARIMA,14
EU_ETS,EUR,2026-04-09,83.55,83.01371438297588,0.5362856170241201,Best ARIMA,15
EU_ETS,EUR,2026-04-10,84.88,83.01369953143181,1.866300468568184,Best ARIMA,16
EU_ETS,EUR,2026-04-13,81.34,83.01368035510599,-1.6736803551059865,Best ARIMA,17
EU_ETS,EUR,2026-04-14,84.49,83.01367307442274,1.4763269255772542,Best ARIMA,18
EU_ETS,EUR,2026-04-15,85.51,83.01367897350951,2.4963210264904916,Best ARIMA,19
EU_ETS,EUR,2026-04-16,85.19,83.01368300268445,2.1763169973155527,Best ARIMA,20
EU_ETS,EUR,2026-04-17,83.2,83.01368194309319,0.18631805690681347,Best ARIMA,21
EU_ETS,EUR,2026-04-20,86.71,83.01368101613114,3.6963189838688493,Best ARIMA,22
EU_ETS,EUR,2026-04-21,82.54,83.01368077704136,-0.47368077704135203,Best ARIMA,23
EU_ETS,EUR,2026-04-22,83.35,83.01368095146579,0.33631904853420735,Best ARIMA,24
EU_ETS,EUR,2026-04-23,84.42,83.01368113048984,1.4063188695101587,Best ARIMA,25
EU_ETS,EUR,2026-04-24,85.38,83.01368112247137,2.3663188775286272,Best ARIMA,26
EU_ETS,EUR,2026-04-27,84.19,83.01368106767909,1.1763189323209104,Best ARIMA,27
EU_ETS,EUR,2026-04-28,87.57,83.01368105661513,4.556318943384866,Best ARIMA,28
EU_ETS,EUR,2026-04-29,85.59,83.01368106433505,2.5763189356649576,Best ARIMA,29
EU_ETS,EUR,2026-04-30,85.16,83.01368107137499,2.146318928625007,Best ARIMA,30
RGGI,USD,2026-03-20,19.76,19.76,0.0,Naive Persistence,1
RGGI,USD,2026-03-23,21.08,19.76,1.3199999999999967,Naive Persistence,2
RGGI,USD,2026-03-24,19.66,19.76,-0.10000000000000142,Naive Persistence,3
RGGI,USD,2026-03-25,20.8,19.76,1.0399999999999991,Naive Persistence,4
RGGI,USD,2026-03-26,20.28,19.76,0.5199999999999996,Naive Persistence,5
RGGI,USD,2026-03-27,19.71,19.76,-0.05000000000000071,Naive Persistence,6
RGGI,USD,2026-03-30,19.48,19.76,-0.28000000000000114,Naive Persistence,7
RGGI,USD,2026-03-31,19.72,19.76,-0.0400000000000027,Naive Persistence,8
RGGI,USD,2026-04-01,20.27,19.76,0.509999999999998,Naive Persistence,9
RGGI,USD,2026-04-02,19.61,19.76,-0.15000000000000213,Naive Persistence,10
RGGI,USD,2026-04-03,20.85,19.76,1.0899999999999999,Naive Persistence,11
RGGI,USD,2026-04-06,19.95,19.76,0.18999999999999773,Naive Persistence,12
RGGI,USD,2026-04-07,20.4,19.76,0.639999999999997,Naive Persistence,13
RGGI,USD,2026-04-08,20.36,19.76,0.5999999999999979,Naive Persistence,14
RGGI,USD,2026-04-09,20.87,19.76,1.1099999999999994,Naive Persistence,15
RGGI,USD,2026-04-10,19.82,19.76,0.05999999999999872,Naive Persistence,16
RGGI,USD,2026-04-13,20.09,19.76,0.3299999999999983,Naive Persistence,17
RGGI,USD,2026-04-14,19.34,19.76,-0.4200000000000017,Naive Persistence,18
RGGI,USD,2026-04-15,20.08,19.76,0.31999999999999673,Naive Persistence,19
RGGI,USD,2026-04-16,20.61,19.76,0.8499999999999979,Naive Persistence,20
RGGI,USD,2026-04-17,20.14,19.76,0.379999999999999,Naive Persistence,21
RGGI,USD,2026-04-20,21.21,19.76,1.4499999999999993,Naive Persistence,22
RGGI,USD,2026-04-21,20.28,19.76,0.5199999999999996,Naive Persistence,23
RGGI,USD,2026-04-22,19.75,19.76,-0.010000000000001563,Naive Persistence,24
RGGI,USD,2026-04-23,20.24,19.76,0.4799999999999969,Naive Persistence,25
RGGI,USD,2026-04-24,19.29,19.76,-0.4700000000000024,Naive Persistence,26
RGGI,USD,2026-04-27,19.61,19.76,-0.15000000000000213,Naive Persistence,27
RGGI,USD,2026-04-28,19.4,19.76,-0.360000000000003,Naive Persistence,28
RGGI,USD,2026-04-29,20.01,19.76,0.25,Naive Persistence,29
RGGI,USD,2026-04-30,19.97,19.76,0.2099999999999973,Naive Persistence,30
RGGI,USD,2026-03-20,19.76,20.130497384886397,-0.37049738488639505,Exponential Smoothing,1
RGGI,USD,2026-03-23,21.08,20.12959998029989,0.9504000197001083,Exponential Smoothing,2
RGGI,USD,2026-03-24,19.66,20.128702575713383,-0.46870257571338314,Exponential Smoothing,3
RGGI,USD,2026-03-25,20.8,20.127805171126877,0.6721948288731241,Exponential Smoothing,4
