date,year,market,currency,price,dayofweek,month,day,is_weekend,day_sin,day_cos,lag_1,lag_2,lag_3,lag_5,lag_7,lag_14,lag_30,roll_mean_7d,roll_mean_30d,roll_std_30d,return_1d,momentum_7d
2014-01-06,2014,California,USD,10.21,0,1,6,0,0.10303138,0.9946781,10.48,10.39,10.16,10.45,10.05,10.64,10.3,10.2057,10.1227,0.2995,-0.0258,0.16
2014-01-07,2014,California,USD,10.26,1,1,7,0,0.120126165,0.99275863,10.21,10.48,10.39,9.98,9.93,10.19,10.05,10.2286,10.1197,0.2981,0.0049,0.33
2014-01-08,2014,California,USD,9.91,2,1,8,0,0.13718541,0.9905454,10.26,10.21,10.48,10.16,10.45,10.01,10.2,10.2757,10.1267,0.2989,-0.0341,-0.54
2014-01-09,2014,California,USD,10.43,3,1,9,0,0.15420404,0.988039,9.91,10.26,10.21,10.39,9.98,10.19,9.93,10.1986,10.117,0.3011,0.0525,0.45
2014-01-10,2014,California,USD,10.49,4,1,10,0,0.17117706,0.9852403,10.43,9.91,10.26,10.48,10.16,10.34,9.58,10.2629,10.1337,0.3042,0.0058,0.33
2014-01-13,2014,California,USD,9.71,0,1,13,0,0.22177216,0.9750985,10.49,10.43,9.91,10.21,10.39,9.95,9.49,10.31,10.164,0.2923,-0.0744,-0.68
2014-01-14,2014,California,USD,10.64,1,1,14,0,0.23851258,0.97113943,9.71,10.49,10.43,10.26,10.48,9.84,9.81,10.2129,10.1713,0.2771,0.0958,0.16
2014-01-15,2014,California,USD,10.01,2,1,15,0,0.25518242,0.96689296,10.64,9.71,10.49,9.91,10.21,10.05,10.18,10.2357,10.199,0.2812,-0.0592,-0.2
2014-01-16,2014,California,USD,10.34,3,1,16,0,0.27177674,0.9623603,10.01,10.64,9.71,10.43,10.26,9.93,10.38,10.2071,10.1933,0.2833,0.033,0.08
2014-01-17,2014,California,USD,10.21,4,1,17,0,0.28829065,0.95754296,10.34,10.01,10.64,10.49,9.91,10.45,10.13,10.2186,10.192,0.2825,-0.0126,0.3
2014-01-20,2014,California,USD,10.19,0,1,20,0,0.33730108,0.94139683,10.21,10.34,10.01,9.71,10.43,9.98,9.8,10.2614,10.1947,0.2823,-0.002,-0.24
2014-01-21,2014,California,USD,10.15,1,1,21,0,0.35344467,0.93545544,10.19,10.21,10.34,10.64,10.49,10.16,9.87,10.2271,10.2077,0.2723,-0.0039,-0.34
2014-01-22,2014,California,USD,9.96,2,1,22,0,0.36948368,0.92923725,10.15,10.19,10.21,10.01,9.71,10.39,10.42,10.1786,10.217,0.265,-0.0187,0.25
2014-01-23,2014,California,USD,10.35,3,1,23,0,0.38541335,0.92274404,9.96,10.15,10.19,10.34,10.64,10.48,9.75,10.2143,10.2017,0.2661,0.0392,-0.29
2014-01-24,2014,California,USD,10.14,4,1,24,0,0.401229,0.9159778,10.35,9.96,10.15,10.21,10.01,10.21,10.62,10.1729,10.2217,0.2533,-0.0203,0.13
2014-01-27,2014,California,USD,9.89,0,1,27,0,0.44794494,0.89406115,10.14,10.35,9.96,10.19,10.34,10.26,10.57,10.1914,10.2057,0.2422,-0.0247,-0.45
2014-01-28,2014,California,USD,9.97,1,1,28,0,0.4632579,0.8862235,9.89,10.14,10.35,10.15,10.21,9.91,10.64,10.1271,10.183,0.2387,0.0081,-0.24
2014-01-29,2014,California,USD,9.9,2,1,29,0,0.47843382,0.87812364,9.97,9.89,10.14,9.96,10.19,10.43,10.19,10.0929,10.1607,0.2254,-0.007,-0.29
2014-01-30,2014,California,USD,10.1,3,1,30,0,0.49346814,0.86976385,9.9,9.97,9.89,10.35,10.15,10.49,10.01,10.0514,10.151,0.2303,0.0202,-0.05
2014-01-31,2014,California,USD,10.36,4,1,31,0,0.50835645,0.86114675,10.1,9.9,9.97,10.14,9.96,9.71,10.19,10.0443,10.154,0.229,0.0257,0.4
2014-02-03,2014,California,USD,10.07,0,2,3,0,0.5521013,0.833777,10.36,10.1,9.9,9.89,10.35,10.64,10.34,10.1014,10.1597,0.232,-0.028,-0.28
2014-02-04,2014,California,USD,10.5,1,2,4,0,0.5663619,0.82415664,10.07,10.36,10.1,9.97,10.14,10.01,9.95,10.0614,10.1507,0.23,0.0427,0.36
2014-02-05,2014,California,USD,10.22,2,2,5,0,0.58045495,0.8142924,10.5,10.07,10.36,9.9,9.89,10.34,9.84,10.1129,10.169,0.2353,-0.0267,0.33
2014-02-06,2014,California,USD,10.18,3,2,6,0,0.59437615,0.8041872,10.22,10.5,10.07,10.1,9.97,10.21,10.05,10.16,10.1817,0.227,-0.0039,0.21
2014-02-07,2014,California,USD,10.26,4,2,7,0,0.6081215,0.793844,10.18,10.22,10.5,10.36,9.9,10.19,9.93,10.19,10.186,0.2257,0.0079,0.36
2014-02-10,2014,California,USD,10.63,0,2,10,0,0.6482618,0.7614175,10.26,10.18,10.22,10.07,10.1,10.15,10.45,10.2414,10.197,0.2208,0.0361,0.53
2014-02-11,2014,California,USD,9.93,1,2,11,0,0.66126347,0.7501537,10.63,10.26,10.18,10.5,10.36,9.96,9.98,10.3171,10.203,0.2301,-0.0659,-0.43
2014-02-12,2014,California,USD,10.71,2,2,12,0,0.67406946,0.73866796,9.93,10.63,10.26,10.22,10.07,10.35,10.16,10.2557,10.2013,0.232,0.0785,0.64
2014-02-13,2014,California,USD,10.53,3,2,13,0,0.68667597,0.72696364,10.71,9.93,10.63,10.18,10.5,10.14,10.39,10.3471,10.2197,0.2496,-0.0168,0.03
2014-02-14,2014,California,USD,10.28,4,2,14,0,0.6990793,0.71504414,10.53,10.71,9.93,10.26,10.22,9.89,10.48,10.3514,10.2243,0.2542,-0.0237,0.06
2014-02-17,2014,California,USD,10.6,0,2,17,0,0.7350337,0.6780306,10.28,10.53,10.71,10.63,10.18,9.97,10.21,10.36,10.2177,0.2499,0.0311,0.42
2014-02-18,2014,California,USD,10.21,1,2,18,0,0.7465881,0.66528654,10.6,10.28,10.53,9.93,10.26,9.9,10.26,10.42,10.2307,0.2594,-0.0368,-0.05
2014-02-19,2014,California,USD,10.37,2,2,19,0,0.75792164,0.6523456,10.21,10.6,10.28,10.71,10.63,10.1,9.91,10.4129,10.229,0.2594,0.0157,-0.26
2014-02-20,2014,California,USD,10.16,3,2,20,0,0.76903087,0.63921165,10.37,10.21,10.6,10.53,9.93,10.36,10.43,10.3757,10.2443,0.2534,-0.0203,0.23
2014-02-21,2014,California,USD,10.56,4,2,21,0,0.77991253,0.6258885,10.16,10.37,10.21,10.28,10.71,10.07,10.49,10.4086,10.2353,0.2514,0.0394,-0.15
2014-02-24,2014,California,USD,10.13,0,2,24,0,0.81116027,0.58482397,10.56,10.16,10.37,10.6,10.53,10.5,9.71,10.3871,10.2377,0.2541,-0.0407,-0.4
2014-02-25,2014,California,USD,10.3,1,2,25,0,0.8211001,0.5707842,10.13,10.56,10.16,10.21,10.28,10.22,10.64,10.33,10.2517,0.2349,0.0168,0.02
2014-02-26,2014,California,USD,10.5,2,2,26,0,0.830797,0.55657554,10.3,10.13,10.56,10.37,10.6,10.18,10.01,10.3329,10.2403,0.2234,0.0194,-0.1
2014-02-27,2014,California,USD,10.6,3,2,27,0,0.84024805,0.5422022,10.5,10.3,10.13,10.16,10.21,10.26,10.34,10.3186,10.2567,0.2239,0.0095,0.39
2014-02-28,2014,California,USD,10.12,4,2,28,0,0.84945047,0.52766836,10.6,10.5,10.3,10.56,10.37,10.63,10.21,10.3743,10.2653,0.2321,-0.0453,-0.25
2014-03-03,2014,California,USD,10.53,0,3,3,0,0.875539,0.48314747,10.12,10.6,10.5,10.13,10.16,9.93,10.19,10.3386,10.2623,0.2334,0.0405,0.37
2014-03-04,2014,California,USD,10.09,1,3,4,0,0.88372034,0.46801534,10.53,10.12,10.6,10.3,10.56,10.71,10.15,10.3914,10.2737,0.238,-0.0418,-0.47
2014-03-05,2014,California,USD,9.8,2,3,5,0,0.8916402,0.4527447,10.09,10.53,10.12,10.5,10.13,10.53,9.96,10.3243,10.2717,0.2393,-0.0287,-0.33
2014-03-06,2014,California,USD,10.15,3,3,6,0,0.89929616,0.4373401,9.8,10.09,10.53,10.6,10.3,10.28,10.35,10.2771,10.2663,0.2481,0.0357,-0.15
2014-03-07,2014,California,USD,10.57,4,3,7,0,0.90668607,0.42180607,10.15,9.8,10.09,10.12,10.5,10.6,10.14,10.2557,10.2597,0.2485,0.0414,0.07
2014-03-10,2014,California,USD,10.36,0,3,10,0,0.9272376,0.37447366,10.57,10.15,9.8,10.53,10.6,10.21,9.89,10.2657,10.274,0.2537,-0.0199,-0.24
2014-03-11,2014,California,USD,10.23,1,3,11,0,0.9335419,0.35846832,10.36,10.57,10.15,10.09,10.12,10.37,9.97,10.2314,10.2897,0.2435,-0.0125,0.11
2014-03-12,2014,California,USD,10.38,2,3,12,0,0.93957,0.3423569,10.23,10.36,10.57,9.8,10.53,10.16,9.9,10.2471,10.2983,0.2362,0.0147,-0.15
2014-03-13,2014,California,USD,10.37,3,3,13,0,0.94532007,0.32614416,10.38,10.23,10.36,10.15,10.09,10.56,10.1,10.2257,10.3143,0.2243,-0.001,0.28
2014-03-14,2014,California,USD,10.53,4,3,14,0,0.95079035,0.3098349,10.37,10.38,10.23,10.57,9.8,10.13,10.36,10.2657,10.3233,0.2208,0.0154,0.73
2014-03-17,2014,California,USD,9.97,0,3,17,0,0.96550715,0.26037648,10.53,10.37,10.38,10.36,10.15,10.3,10.07,10.37,10.329,0.2239,-0.0532,-0.18
2014-03-18,2014,California,USD,10.36,1,3,18,0,0.9698432,0.24372971,9.97,10.53,10.37,10.23,10.57,10.5,10.5,10.3443,10.3257,0.2286,0.0391,-0.21
2014-03-19,2014,California,USD,10.42,2,3,19,0,0.9738922,0.22701082,10.36,9.97,10.53,10.38,10.36,10.6,10.22,10.3143,10.321,0.2263,0.0058,0.06
2014-03-20,2014,California,USD,10.04,3,3,20,0,0.9776531,0.21022475,10.42,10.36,9.97,10.37,10.23,10.12,10.18,10.3229,10.3277,0.2262,-0.0365,-0.19
2014-03-21,2014,California,USD,10.04,4,3,21,0,0.98112464,0.19337648,10.04,10.42,10.36,10.53,10.38,10.53,10.26,10.2957,10.323,0.2307,-0.0,-0.34
2014-03-24,2014,California,USD,10.31,0,3,24,0,0.9897936,0.14250833,10.04,10.04,10.42,9.97,10.37,10.09,10.63,10.2471,10.3157,0.2362,0.0269,-0.06
2014-03-25,2014,California,USD,10.41,1,3,25,0,0.9920985,0.12546124,10.31,10.04,10.04,10.36,10.53,9.8,9.93,10.2386,10.305,0.2287,0.0097,-0.12
2014-03-26,2014,California,USD,10.41,2,3,26,0,0.99410987,0.10837701,10.41,10.31,10.04,10.42,9.97,10.15,10.71,10.2214,10.321,0.2181,-0.0,0.44
2014-03-27,2014,California,USD,10.27,3,3,27,0,0.995827,0.091260724,10.41,10.41,10.31,10.04,10.36,10.57,10.53,10.2843,10.311,0.2062,-0.0134,-0.09
2014-03-28,2014,California,USD,10.26,4,3,28,0,0.99724954,0.07411742,10.27,10.41,10.41,10.04,10.42,10.36,10.28,10.2714,10.3023,0.2021,-0.001,-0.16
2014-03-31,2014,California,USD,10.32,0,3,31,0,0.99974513,0.022576263,10.26,10.27,10.41,10.31,10.04,10.23,10.6,10.2486,10.3017,0.2022,0.0058,0.28
2014-04-01,2014,California,USD,10.51,1,4,1,0,0.9999856,0.0053757317,10.32,10.26,10.27,10.41,10.04,10.38,10.21,10.2886,10.2923,0.1942,0.0184,0.47
2014-04-02,2014,California,USD,10.76,2,4,2,0,0.9999301,-0.01182639,10.51,10.32,10.26,10.41,10.31,10.37,10.37,10.3557,10.3023,0.1975,0.0238,0.45
2014-04-03,2014,California,USD,9.87,3,4,3,0,0.9995787,-0.029025013,10.76,10.51,10.32,10.27,10.41,10.53,10.16,10.42,10.3153,0.2143,-0.0827,-0.54
2014-04-04,2014,California,USD,10.6,4,4,4,0,0.9989315,-0.046215046,9.87,10.76,10.51,10.26,10.41,9.97,10.56,10.3429,10.3057,0.2277,0.074,0.19
2014-04-07,2014,California,USD,10.42,0,4,7,0,0.9952176,-0.09768277,10.6,9.87,10.76,10.32,10.27,10.36,10.13,10.37,10.307,0.2293,-0.017,0.15
2014-04-08,2014,California,USD,10.59,1,4,8,0,0.9933901,-0.11478762,10.42,10.6,9.87,10.51,10.26,10.42,10.3,10.3914,10.3167,0.2277,0.0163,0.33
2014-04-09,2014,California,USD,10.77,2,4,9,0,0.9912686,-0.13185851,10.59,10.42,10.6,10.76,10.32,10.04,10.5,10.4386,10.3263,0.2331,0.017,0.45
2014-04-10,2014,California,USD,10.26,3,4,10,0,0.9888537,-0.14889039,10.77,10.59,10.42,9.87,10.51,10.04,10.6,10.5029,10.3353,0.2449,-0.0474,-0.25
2014-04-11,2014,California,USD,10.71,4,4,11,0,0.9861463,-0.16587819,10.26,10.77,10.59,10.6,10.76,10.31,10.12,10.4671,10.324,0.2401,0.0439,-0.05
2014-04-14,2014,California,USD,10.15,0,4,14,0,0.97627664,-0.21652709,10.71,10.26,10.77,10.42,9.87,10.41,10.53,10.46,10.3437,0.2468,-0.0523,0.28
2014-04-15,2014,California,USD,10.51,1,4,15,0,0.9724076,-0.23328854,10.15,10.71,10.26,10.59,10.6,10.41,10.09,10.5,10.331,0.2467,0.0355,-0.09
2014-04-16,2014,California,USD,10.42,2,4,16,0,0.96825075,-0.24998097,10.51,10.15,10.71,10.77,10.42,10.27,9.8,10.4871,10.345,0.2445,-0.0086,0.0
2014-04-17,2014,California,USD,10.49,3,4,17,0,0.9638074,-0.26659942,10.42,10.51,10.15,10.26,10.59,10.26,10.15,10.4871,10.3657,0.222,0.0067,-0.1
2014-04-18,2014,California,USD,10.23,4,4,18,0,0.9590789,-0.283139,10.49,10.42,10.51,10.71,10.77,10.32,10.57,10.4729,10.377,0.2192,-0.0248,-0.54
2014-04-21,2014,California,USD,10.61,0,4,21,0,0.9431965,-0.3322355,10.23,10.49,10.42,10.15,10.26,10.51,10.36,10.3957,10.3657,0.2177,0.0371,0.35
2014-04-22,2014,California,USD,10.92,1,4,22,0,0.9373419,-0.34841082,10.61,10.23,10.49,10.51,10.71,10.76,10.23,10.4457,10.374,0.2222,0.0292,0.21
2014-04-23,2014,California,USD,10.25,2,4,23,0,0.93121004,-0.36448303,10.92,10.61,10.23,10.42,10.15,9.87,10.38,10.4757,10.397,0.2416,-0.0614,0.1
2014-04-24,2014,California,USD,10.56,3,4,24,0,0.9248026,-0.38044736,10.25,10.92,10.61,10.49,10.51,10.6,10.37,10.49,10.3927,0.2431,0.0302,0.05
2014-04-25,2014,California,USD,10.74,4,4,25,0,0.91812146,-0.39629912,10.56,10.25,10.92,10.23,10.42,10.42,10.53,10.4971,10.399,0.245,0.017,0.32
2014-04-28,2014,California,USD,10.44,0,4,28,0,0.89645624,-0.44313222,10.74,10.56,10.25,10.61,10.49,10.59,9.97,10.5429,10.406,0.2518,-0.0279,-0.05
2014-04-29,2014,California,USD,10.89,1,4,29,0,0.888701,-0.45848712,10.44,10.74,10.56,10.92,10.23,10.77,10.36,10.5357,10.4217,0.2379,0.0431,0.66
2014-04-30,2014,California,USD,10.41,2,4,30,0,0.8806829,-0.47370636,10.89,10.44,10.74,10.25,10.61,10.26,10.42,10.63,10.4393,0.2524,-0.0441,-0.2
2014-05-01,2014,California,USD,10.5,3,5,1,0,0.87240404,-0.4887854,10.41,10.89,10.44,10.56,10.92,10.71,10.04,10.6014,10.439,0.2525,0.0086,-0.42
2014-05-02,2014,California,USD,10.27,4,5,2,0,0.8638671,-0.5037198,10.5,10.41,10.89,10.74,10.25,10.15,10.04,10.5414,10.4543,0.2411,-0.0219,0.02
2014-05-05,2014,California,USD,10.57,0,5,5,0,0.8367329,-0.5476112,10.27,10.5,10.41,10.44,10.56,10.51,10.31,10.5443,10.462,0.2309,0.0292,0.01
2014-05-06,2014,California,USD,10.54,1,5,6,0,0.8271893,-0.5619233,10.57,10.27,10.5,10.89,10.74,10.42,10.41,10.5457,10.4707,0.2299,-0.0028,-0.2
2014-05-07,2014,California,USD,10.72,2,5,7,0,0.817401,-0.5760691,10.54,10.57,10.27,10.41,10.44,10.49,10.41,10.5171,10.475,0.2299,0.0171,0.28
2014-05-08,2014,California,USD,10.38,3,5,8,0,0.8073707,-0.5900445,10.72,10.54,10.57,10.5,10.89,10.23,10.27,10.5571,10.4853,0.2339,-0.0317,-0.51
2014-05-09,2014,California,USD,10.38,4,5,9,0,0.7971016,-0.60384524,10.38,10.72,10.54,10.27,10.41,10.61,10.26,10.4843,10.489,0.2312,-0.0,-0.03
2014-05-12,2014,California,USD,10.69,0,5,12,0,0.7648914,-0.64415926,10.38,10.38,10.72,10.57,10.5,10.92,10.32,10.48,10.493,0.2281,0.0299,0.19
2014-05-13,2014,California,USD,10.94,1,5,13,0,0.7536977,-0.6572213,10.69,10.38,10.38,10.54,10.27,10.25,10.51,10.5071,10.5053,0.2285,0.0234,0.67
2014-05-14,2014,California,USD,10.74,2,5,14,0,0.7422809,-0.6700888,10.94,10.69,10.38,10.72,10.57,10.56,10.76,10.6029,10.5197,0.2419,-0.0183,0.17
2014-05-15,2014,California,USD,11.07,3,5,15,0,0.7306445,-0.6827581,10.74,10.94,10.69,10.38,10.54,10.74,9.87,10.6271,10.519,0.2412,0.0307,0.53
2014-05-16,2014,California,USD,10.72,4,5,16,0,0.7187919,-0.6952253,11.07,10.74,10.94,10.38,10.72,10.44,10.6,10.7029,10.559,0.2291,-0.0316,0.0
2014-05-19,2014,California,USD,10.72,0,5,19,0,0.68197215,-0.73137814,10.72,11.07,10.74,10.69,10.38,10.89,10.42,10.7029,10.563,0.2308,-0.0,0.34
2014-05-20,2014,California,USD,10.77,1,5,20,0,0.66929036,-0.7430009,10.72,10.72,11.07,10.94,10.38,10.41,10.59,10.7514,10.573,0.2309,0.0047,0.39
2014-05-21,2014,California,USD,10.99,2,5,21,0,0.6564106,-0.7544038,10.77,10.72,10.72,10.74,10.69,10.5,10.77,10.8071,10.579,0.2337,0.0204,0.3
2014-05-22,2014,California,USD,10.93,3,5,22,0,0.64333653,-0.7655835,10.99,10.77,10.72,11.07,10.94,10.27,10.26,10.85,10.5863,0.2432,-0.0055,-0.01
2014-05-23,2014,California,USD,10.32,4,5,23,0,0.6300721,-0.77653664,10.93,10.99,10.77,10.72,10.74,10.57,10.71,10.8486,10.6087,0.2429,-0.0558,-0.42
2014-05-26,2014,California,USD,10.82,0,5,26,0,0.58917606,-0.8080047,10.32,10.93,10.99,10.72,11.07,10.54,10.15,10.7886,10.5957,0.2477,0.0484,-0.25
2014-05-27,2014,California,USD,10.68,1,5,27,0,0.57518995,-0.81801987,10.82,10.32,10.93,10.77,10.72,10.72,10.51,10.7529,10.618,0.2361,-0.0129,-0.04
2014-05-28,2014,California,USD,10.56,2,5,28,0,0.5610336,-0.827793,10.68,10.82,10.32,10.99,10.72,10.38,10.42,10.7471,10.6237,0.2354,-0.0112,-0.16
2014-05-29,2014,California,USD,10.16,3,5,29,0,0.54671127,-0.8373212,10.56,10.68,10.82,10.93,10.77,10.38,10.49,10.7243,10.6283,0.2326,-0.0379,-0.61
2014-05-30,2014,California,USD,10.22,4,5,30,0,0.53222716,-0.8466016,10.16,10.56,10.68,10.32,10.99,10.69,10.23,10.6371,10.6173,0.2468,0.0059,-0.77
2014-06-02,2014,California,USD,10.54,0,6,2,0,0.48784715,-0.8729291,10.22,10.16,10.56,10.82,10.93,10.94,10.61,10.5271,10.617,0.2473,0.0313,-0.39
2014-06-03,2014,California,USD,10.25,1,6,3,0,0.47275922,-0.8811917,10.54,10.22,10.16,10.68,10.32,10.74,10.92,10.4714,10.6147,0.2477,-0.0275,-0.07
2014-06-04,2014,California,USD,10.55,2,6,4,0,0.45753136,-0.8891935,10.25,10.54,10.22,10.56,10.82,11.07,10.25,10.4614,10.5923,0.2494,0.0293,-0.27
2014-06-05,2014,California,USD,10.83,3,6,5,0,0.44216815,-0.8969322,10.55,10.25,10.54,10.16,10.68,10.72,10.56,10.4229,10.6023,0.2411,0.0265,0.15
2014-06-06,2014,California,USD,10.49,4,6,6,0,0.4266741,-0.9044055,10.83,10.55,10.25,10.22,10.56,10.72,10.74,10.4443,10.6113,0.2445,-0.0314,-0.07
2014-06-09,2014,California,USD,10.68,0,6,9,0,0.37945285,-0.9252111,10.49,10.83,10.55,10.54,10.16,10.77,10.44,10.4343,10.603,0.2442,0.0181,0.52
2014-06-10,2014,California,USD,10.38,1,6,10,0,0.3634816,-0.93160135,10.68,10.49,10.83,10.25,10.22,10.99,10.89,10.5086,10.611,0.2426,-0.0281,0.16
2014-06-11,2014,California,USD,10.74,2,6,11,0,0.3474028,-0.937716,10.38,10.68,10.49,10.55,10.54,10.93,10.41,10.5314,10.594,0.2402,0.0347,0.2
2014-06-12,2014,California,USD,10.8,3,6,12,0,0.33122122,-0.94355315,10.74,10.38,10.68,10.83,10.25,10.32,10.5,10.56,10.605,0.2391,0.0056,0.55
2014-06-13,2014,California,USD,10.29,4,6,13,0,0.3149416,-0.94911104,10.8,10.74,10.38,10.49,10.55,10.82,10.27,10.6386,10.615,0.2408,-0.0472,-0.26
2014-06-16,2014,California,USD,10.48,0,6,16,0,0.26556304,-0.9640935,10.29,10.8,10.74,10.68,10.83,10.68,10.57,10.6014,10.6157,0.2398,0.0185,-0.35
2014-06-17,2014,California,USD,10.35,1,6,17,0,0.24893981,-0.968519,10.48,10.29,10.8,10.38,10.49,10.56,10.54,10.5514,10.6127,0.241,-0.0124,-0.14
2014-06-18,2014,California,USD,10.82,2,6,18,0,0.23224293,-0.9726578,10.35,10.48,10.29,10.74,10.68,10.16,10.72,10.5314,10.6063,0.2454,0.0454,0.14
